452,Foreign Languages,Bachelors,"$47,800","$78,300"
452,Interior Architecture,Bachelors,"$45,100","$78,300"
452,Marine Science,Bachelors,"$44,000","$78,300"
452,Public Management,Bachelors,"$47,800","$78,300"
452,Web Development,Bachelors,"$54,100","$78,300"
457,Journalism,Bachelors,"$43,500","$78,200"
457,Landscape Architecture,Bachelors,"$49,000","$78,200"
457,Environmental Geography,Bachelors,"$47,100","$78,200"
460,Bachelor of Science in Nursing,Bachelors,"$60,700","$78,100"
461,Digital Media,Bachelors,"$44,500","$78,000"
461,Welding Technology,Bachelors,"$46,100","$78,000"
463,Nutrition Science,Bachelors,"$45,900","$77,800"
464,Accounting & Business,Bachelors,"$49,400","$77,600"
464,Diagnostic Medical Sonography,Bachelors,"$62,200","$77,600"
466,American History (United States),Bachelors,"$47,800","$77,500"
466,Strategic Communication,Bachelors,"$44,600","$77,500"
468,Public Relations (PR),Bachelors,"$43,000","$77,400"
469,Natural Sciences,Bachelors,"$41,700","$77,300"
470,International Affairs,Bachelors,"$49,100","$77,200"
470,Drama,Bachelors,"$43,900","$77,200"
470,Network Administration,Bachelors,"$46,900","$77,200"
473,Media Studies,Bachelors,"$48,300","$77,100"
474,Organizational Development,Bachelors,"$51,600","$77,000"
474,Writing,Bachelors,"$41,800","$77,000"
476,Integrated Marketing Communications,Bachelors,"$44,600","$76,900"
477,Crisis & Emergency Management,Bachelors,"$46,600","$76,800"
477,Organizational Communication,Bachelors,"$44,000","$76,800"
477,Retailing,Bachelors,"$48,900","$76,800"
477,Speech Communication,Bachelors,"$43,900","$76,800"
481,Allied Health,Bachelors,"$41,800","$76,700"
481,Environmental Biology,Bachelors,"$43,000","$76,700"
481,Nuclear Medicine Technology,Bachelors,"$58,900","$76,700"
484,Apparel & Textile Manufacture,Bachelors,"$45,700","$76,600"
485,Technology Management,Bachelors,"$53,900","$76,500"
486,Film Production,Bachelors,"$42,700","$76,400"
